"SenderMapped","SenderOriginal","Day","Date","Time","Subject","DD","MM","YYYY","hh","mm","ss","Level2"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2016-03-04,"23:57:07","[Student-notices] Nominations for Institute Journalism Awards",4,3,2016,"23","57","07","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2014-01-22,"15:13:07","[Student-notices] Freshmen Newsletter All Team Meet",22,1,2014,"15","13","07","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2015-10-05,"21:29:14","[Student-notices] Security @IITB: Student awareness and more",5,10,2015,"21","29","14","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2016-01-18,"21:46:08","[Student-notices] Inviting all to discuss article ideas Over a Cup	of Tea",18,1,2016,"21","46","08","Insight"
"Insight Chief-Ed","Insight Chief Editor","Tue",2015-08-18,"14:51:39","[Student-notices] List of future articles and team preference form",18,8,2015,"14","51","39","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2015-07-28,"14:48:54","[Student-notices] [URGENT] Regarding Zee Business's talk show on Dr	Kalam",28,7,2015,"14","48","54","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2014-06-27,"6:49:18","[Student-notices] Write Up 5.0: Less than 100 hours to go",27,6,2014,"6","49","18","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2014-08-29,"20:09:13","[Student-notices] Attention Freshmen: Video Journalism Competition",29,8,2014,"20","09","13","Insight"
"Insight Chief-Ed","Insight Chief Editor","Sun",2015-06-28,"18:55:43","[Student-notices] Interview with the new Dean, Student Affairs",28,6,2015,"18","55","43","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2013-08-27,"19:23:19","[Student-notices] Student Honour Code drafting: Open House |	Thursday | 7:30 pm",27,8,2013,"19","23","19","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sat",2014-10-25,"15:09:54","[Student-notices] Gender (in)equality and safety of women on campus",25,10,2014,"15","09","54","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2013-08-12,"23:10:28","[Student-notices] Future list of articles || Team preference form",12,8,2013,"23","10","28","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2015-02-26,"22:29:29","[Student-notices] Reminder - Nominations for Web and Design Team -	Insight 2015-16",26,2,2015,"22","29","29","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sat",2014-06-21,"17:35:51","[Student-notices] Survey for changes in PG Academic Curriculum",21,6,2014,"17","35","51","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2014-05-15,"13:55:40","[Student-notices] Insights' Open House for PG and PhD Students",15,5,2014,"13","55","40","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2016-03-21,"17:50:02","[Student-notices] Pre-poned deadline for Institute Journalism	Awards 2016-17",21,3,2016,"17","50","02","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2013-11-07,"18:24:53","[Student-notices] [InsIghT] GSHA Work Report",7,11,2013,"18","24","53","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2015-03-04,"11:24:18","[Student-notices] Social Science Experiment | Call for participants",4,3,2015,"11","24","18","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2013-11-07,"19:04:03","[Student-notices] [InsIghT] GSHA Work Report",7,11,2013,"19","04","03","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sat",2015-10-31,"0:59:36","[Student-notices] A Review of Flipped Classrooms",31,10,2015,"0","59","36","Insight"
"Insight Chief-Ed","Insight Chief Editor","Tue",2016-03-22,"13:24:08","[Student-notices] [Reminder] Nominations for Insight's Web and	Design Team, 2016-17",22,3,2016,"13","24","08","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2014-03-26,"12:25:56","[Student-notices] Nominations || Institute Journalism Awards",26,3,2014,"12","25","56","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2014-10-28,"16:02:14","[Student-notices] Reminder | Open House on Gender Equality | 8pm,	IRCC Auditorium",28,10,2014,"16","02","14","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2014-03-28,"15:59:49","[Student-notices] Nominations - InsIghT Editorial Board 2014-15",28,3,2014,"15","59","49","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2014-01-29,"16:20:01","[Student-notices] [Reminder] Call for nominations - InsIghT Chief	Editor",29,1,2014,"16","20","01","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2013-12-16,"22:42:58","[Student-notices] Inter IIT Day 1 Highlights",16,12,2013,"22","42","58","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2016-02-08,"19:38:43","[Student-notices] Soapbox for General Elections 2016: Call for	questions",8,2,2016,"19","38","43","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2014-02-25,"21:10:45","[Student-notices] (no subject)",25,2,2014,"21","10","45","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2015-03-13,"14:04:08","[Student-notices] [Insight] Reminder: Nominations for IIT-BBC,	2015-16",13,3,2015,"14","04","08","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2014-03-19,"15:06:23","[Student-notices] Next Chief Editors, InsIghT [2014-15]",19,3,2014,"15","06","23","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2014-01-20,"13:06:46","[Student-notices] Call for nominations - InsIghT Chief Editor",20,1,2014,"13","06","46","Insight"
"Insight Chief-Ed","Insight Chief Editor","Fri",2015-10-02,"18:17:16","[Student-notices] Survey on why students don't pursue tech",2,10,2015,"18","17","16","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2014-04-28,"22:57:59","[Student-notices] Insight's Freshmen Newsletter 1.2 Launched",28,4,2014,"22","57","59","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2015-05-11,"13:17:30","[Student-notices] Attention Freshmen - Article regarding branch	change",11,5,2015,"13","17","30","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2015-05-19,"10:43:20","[Student-notices] PG All Team Meet",19,5,2015,"10","43","20","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2015-02-27,"23:32:21","[Student-notices] Reminder - Call for Nominations for Editorial Board Members, Insight 2015-16",27,2,2015,"23","32","21","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2015-02-13,"20:56:02","[Student-notices] Soapbox and Election Debate videos for GSAA(UG, PG) and GSSA contestants",13,2,2015,"20","56","02","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2014-09-30,"21:35:37","[Student-notices] Video Recording of Smriti Irani's Visit to IIT	Bombay",30,9,2014,"21","35","37","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2014-07-23,"14:35:30","[Student-notices] Insight | Summer Internship Experiences",23,7,2014,"14","35","30","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2014-04-30,"22:19:13","[Student-notices] Launched: Insight's Last Print Edition of the Year",30,4,2014,"22","19","13","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2015-01-21,"22:10:04","[Student-notices] Call for Nominations - Chief Editor, Insight",21,1,2015,"22","10","04","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2014-10-20,"21:27:29","[Student-notices] Mid-Term Institute Facilities Review",20,10,2014,"21","27","29","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2015-01-19,"18:24:20","[Student-notices] Opportunity to be featured on CNN IBN's talk show on Budget 2015-16",19,1,2015,"18","24","20","Insight"
"Insight Chief-Ed","Insight Chief Editor","Thu",2015-12-10,"20:41:53","[Student-notices] Survey on summer internship experiences",10,12,2015,"20","41","53","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sun",2014-03-30,"17:59:50","[Student-notices] Reminder: Nominations for IITBBC Team 2014-15",30,3,2014,"17","59","50","Insight"
"Insight Chief-Ed","Insight Chief Editor","Sat",2015-06-13,"21:17:47","[Student-notices] [Insight] Survey for Married Research Scholars",13,6,2015,"21","17","47","Insight"
"Insight Chief-Ed","Insight Chief Editor","Tue",2015-07-21,"2:57:57","[Student-notices] Insight and IIT-BBC PG Fresher's orientation",21,7,2015,"2","57","57","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2016-01-21,"11:17:52","[Student-notices] [Reminder] Inviting all to discuss article ideas	Over a Cup of Tea",21,1,2016,"11","17","52","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2015-03-30,"9:43:51","[Student-notices] Nominations || Institute Journalism Awards",30,3,2015,"9","43","51","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2014-09-16,"17:17:12","[Student-notices] Flagship Print Issue - 17.1",16,9,2014,"17","17","12","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2015-01-20,"19:25:01","[Student-notices] Lecture and Interactive Session with P Sainath - Former 'The Hindu' Editor",20,1,2015,"19","25","01","Insight"
"Insight Chief-Ed","Insight Chief Editor","Tue",2015-08-11,"15:39:28","[Student-notices] Inviting applicants for the Insight Web Team,	2015-16",11,8,2015,"15","39","28","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sat",2014-07-26,"14:46:39","[Student-notices] Attention Ph.D candidates: Status of Financial	Assistance",26,7,2014,"14","46","39","Insight"
"Insight Chief-Ed","Insight Chief Editor","Tue",2016-03-08,"20:14:22","[Student-notices] A survey on 'Acceptance of the LGBTQ community'",8,3,2016,"20","14","22","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2014-12-09,"13:50:56","[Student-notices] Call for Volunteers | Inter IIT Coverage",9,12,2014,"13","50","56","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2015-09-04,"0:09:14","[Student-notices] The UG-PG divide",4,9,2015,"0","09","14","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2015-02-20,"21:57:02","[Student-notices] Nominations for Web and Design Team-- Insight 2015-16",20,2,2015,"21","57","02","Insight"
"Insight Chief-Ed","Insight Chief Editor","Mon",2016-02-22,"20:36:46","[Student-notices] Nominations for Insight Editorial Board Member	2016-17",22,2,2016,"20","36","46","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sun",2014-11-02,"16:17:50","[Student-notices] Work Review for Cultural, Sports, HA Councils,	and STAB",2,11,2014,"16","17","50","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2014-11-21,"20:34:05","[Student-notices] New York Times Collaboration | Opportunity to be featured on their website",21,11,2014,"20","34","05","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2014-04-03,"13:05:56","[Student-notices] Nominations for Insight Web and Design teams",3,4,2014,"13","05","56","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2015-02-23,"18:46:17","[Student-notices] Call for nominations for Editorial Board Members,	Insight 2015-16",23,2,2015,"18","46","17","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2013-08-14,"12:32:46","[Student-notices] Reminder - Future list of articles || Team	preference form",14,8,2013,"12","32","46","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2014-03-07,"0:38:59","[Student-notices] Apology for mail sent by InsIghT regd.	conversation with Dean-SA",7,3,2014,"0","38","59","Insight"
"Insight Chief-Ed","Insight Chief Editor","Sun",2015-09-20,"21:37:41","[Student-notices] Insight Senior Survey for the Class of 2014",20,9,2015,"21","37","41","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2013-08-06,"0:51:48","[Student-notices] InsIghT-IITBBC All Team Meet",6,8,2013,"0","51","48","Insight"
"Insight Chief-Ed","Insight Chief Editor","Wed",2015-10-14,"22:09:04","[Student-notices] Feedback on the placement process",14,10,2015,"22","09","04","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2015-03-13,"14:47:56","[Student-notices] Social Science Experiment | Call for participation",13,3,2015,"14","47","56","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2014-07-29,"20:52:57","[Student-notices] Attention Third year UGs: Intern Fundae session",29,7,2014,"20","52","57","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2013-08-26,"22:50:12","[Student-notices] [Article] Academic Ethics @ IITB,	recent Developments",26,8,2013,"22","50","12","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2016-01-14,"0:35:33","[Student-notices] Call for nominations - Chief Editor, Insight",14,1,2016,"0","35","33","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2014-08-06,"17:15:30","[Student-notices] List of Future Articles || Team Preference Form",6,8,2014,"17","15","30","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2015-05-06,"16:04:46","[Student-notices] General Championship 2014-15: A Lookback",6,5,2015,"16","04","46","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2015-11-03,"22:48:22","[Student-notices] Reminder: A Review of Flipped Classrooms",3,11,2015,"22","48","22","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2014-07-02,"9:48:40","[Student-notices] Write Up 5.0: Deadline extended",2,7,2014,"9","48","40","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sun",2015-02-08,"19:18:52","[Student-notices] Team Interviews for Chief Ed candidates",8,2,2015,"19","18","52","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2015-01-22,"13:47:14","[Student-notices] Reminder | Lecture by P Sainath tonight | 8pm,	LH 101",22,1,2015,"13","47","14","Insight"
"Insight Chief-Ed","insight at iitb.ac.in","Sat",2016-02-27,"13:48:39","[Student-notices] [Reminder] Nominations for Insight Editorial	Board Member 2016-17",27,2,2016,"13","48","39","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sat",2014-03-15,"22:21:39","[Student-notices] Nominations for IITBBC team 2014-15",15,3,2014,"22","21","39","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2016-02-02,"0:52:31","[Student-notices] Team Interviews for Chief Editor candidates",2,2,2016,"0","52","31","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2014-10-06,"18:43:15","[Student-notices] All Team Meet Tomorrow",6,10,2014,"18","43","15","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Mon",2014-10-27,"12:57:22","[Student-notices] Open House on Gender (In)Equality | 8 PM |	Tomorrow",27,10,2014,"12","57","22","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2015-12-24,"14:52:22","[Student-notices] Directors' Conclave at Techfest 2015-16",24,12,2015,"14","52","22","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sat",2015-08-01,"19:57:25","[Student-notices] PG Freshers' Newsletter - Feedback",1,8,2015,"19","57","25","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Wed",2013-12-18,"23:38:58","[Student-notices] Inter IIT Day 3 video highlights",18,12,2013,"23","38","58","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sat",2014-08-23,"18:27:12","[Student-notices] Insight & IITBBC - Intro to Video Journalism",23,8,2014,"18","27","12","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Fri",2015-02-13,"23:58:59","[Student-notices] Updated - Soapbox and Election Debate video for	GSSA contestants",13,2,2015,"23","58","59","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sun",2015-01-25,"15:30:11","[Student-notices] Reminder | Call for Nominations for Insight Chief	Editors 2015-16",25,1,2015,"15","30","11","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Thu",2013-12-19,"23:20:40","[Student-notices] Inter IIT Day 4 video highlights",19,12,2013,"23","20","40","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Tue",2015-08-04,"12:44:34","[Student-notices] Change of time: Insight and IIT-BBC All Team Meet",4,8,2015,"12","44","34","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sat",2014-05-17,"16:31:53","[Student-notices] Today - Insight's Open House for PG and PhD	students",17,5,2014,"16","31","53","Insight"
"Insight Chief-Ed","Insight Chief Editor","Tue",2015-10-20,"3:21:55","[Student-notices] Feedback on Institute Councils",20,10,2015,"3","21","55","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sun",2013-08-25,"20:04:10","[Student-notices] Differently abled students at IIT Bombay: A video	by IITBBC",25,8,2013,"20","04","10","Insight"
"Insight Chief-Ed","Insight Chief Editor","Sat",2015-10-17,"12:42:21","[Student-notices] Insight's flagship print edition 18.1",17,10,2015,"12","42","21","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sun",2016-02-14,"17:11:22","[Student-notices] Soapbox videos for GSHA, GSAA PG, MI,	TF and SARC OC",14,2,2016,"17","11","22","Insight"
"Insight Chief-Ed","Insight Chief Editor","Tue",2015-09-08,"17:49:10","[Student-notices] We're doing a survey on porn",8,9,2015,"17","49","10","Insight"
"Insight Chief-Ed","Insight Chief Editor","Wed",2015-07-29,"19:07:09","[Student-notices] NDTV invites IIT Bombay for ""The Buck Stops Here""",29,7,2015,"19","07","09","Insight"
"Insight Chief-Ed","InsIghT Chief Editor","Sat",2013-12-14,"22:56:04","[Student-notices] Inter IIT Daily Coverage Announcement",14,12,2013,"22","56","04","Insight"
"Librarian","Librarian IIT Bombay","Thu",2013-08-08,"12:03:46","[Student-notices] Issue of books from Book Bank",8,8,2013,"12","03","46","Misc"
"Librarian","Librarian IIT Bombay","Mon",2015-12-21,"11:30:18","[Student-notices] Excessive (systematic) downloading from APS",21,12,2015,"11","30","18","Misc"
"Librarian","Librarian IIT Bombay","Tue",2011-03-01,"16:48:22","[Student-notices] Self issue (Check out) of books",1,3,2011,"16","48","22","Misc"
"Librarian","Librarian IIT Bombay","Mon",2015-08-24,"12:01:14","[Student-notices] Online Grammar - Checking Tool",24,8,2015,"12","01","14","Misc"
"Librarian","Librarian IIT Bombay","Wed",2014-12-31,"12:44:23","[Student-notices] IITB Initiative -- OPEN ACCESS POLICY OF DBT AND DST, GOVT. OF INDIA",31,12,2014,"12","44","23","Misc"
"Librarian","Librarian IIT Bombay","Fri",2012-08-03,"17:36:32","[Student-notices] Issue of books from Book Bank",3,8,2012,"17","36","32","Misc"
"Librarian","Librarian IIT Bombay","Fri",2014-09-05,"16:01:27","[Student-notices] Central Library to remain open till 1.00 am (past	midnight)",5,9,2014,"16","01","27","Misc"
"Librarian","Librarian IIT Bombay","Wed",2013-04-17,"10:25:17","[Student-notices] Issue of books for Summer Vacation",17,4,2013,"10","25","17","Misc"
"Librarian","Librarian IIT Bombay","Wed",2011-01-19,"10:17:27","[Student-notices] Excessive Downloading from IEEE Explore",19,1,2011,"10","17","27","Misc"
"Librarian","Librarian IIT Bombay","Tue",2015-01-06,"10:40:16","[Student-notices] Return of library books",6,1,2015,"10","40","16","Misc"
"Librarian","Librarian IIT Bombay","Wed",2016-01-06,"16:40:33","[Student-notices] Students are requested to return all the pending books issued to them from the Special Collections( BC & TLL) & General Books",6,1,2016,"16","40","33","Misc"
"Librarian","Librarian IIT Bombay","Wed",2013-09-25,"17:44:24","[Student-notices] Reaxys Training - Gentle reminder",25,9,2013,"17","44","24","Misc"
"Librarian","Librarian IIT Bombay","Fri",2010-03-12,"10:56:21","[Student-notices] Science Direct and Scopus unavailable",12,3,2010,"10","56","21","Misc"
"Librarian","Librarian IIT Bombay","Sat",2013-11-16,"12:31:31","[Student-notices] Library to remain open till 1.00 am during exams",16,11,2013,"12","31","31","Misc"
"Librarian","Librarian IIT Bombay","Wed",2013-04-17,"10:25:02","[Student-notices] Issue of books for Summer Vacation",17,4,2013,"10","25","02","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-09-03,"10:48:14","[Student-notices] Citation stacking",3,9,2013,"10","48","14","Misc"
"Librarian","Librarian IIT Bombay","Wed",2016-01-06,"17:07:57","[Student-notices] Issue of books from Technology Lending Library (Book Bank) for the students",6,1,2016,"17","07","57","Misc"
"Librarian","librarian at iitb.ac.in","Mon",2012-11-12,"14:10:29","[Student-notices] Central Library closed on 13 Nov 2012",12,11,2012,"14","10","29","Misc"
"Librarian","Librarian IIT Bombay","Mon",2015-08-03,"12:05:08","[Student-notices] Issue of books to SC/ST students from Book Bank from 03/08/2015 to 07/08/2015",3,8,2015,"12","05","08","Misc"
"Librarian","Librarian IIT Bombay","Mon",2013-05-06,"11:45:51","[Student-notices] Library Users Satisfaction Survey",6,5,2013,"11","45","51","Misc"
"Librarian","Librarian IIT Bombay","Thu",2011-08-04,"17:48:26","[Student-notices] Compact Storage of books and journals",4,8,2011,"17","48","26","Misc"
"Librarian","Librarian IIT Bombay","Tue",2009-09-29,"17:12:10","[Student-notices] SCImago Institutions Rankings 2009 World Report",29,9,2009,"17","12","10","Misc"
"Librarian","Librarian IIT Bombay","Tue",2010-06-01,"11:08:47","[Student-notices] Problem with IEEE Explore",1,6,2010,"11","08","47","Misc"
"Librarian","Librarian IIT Bombay","Mon",2015-04-20,"19:04:07","[Student-notices] 24 Hours Reading Hall Opening",20,4,2015,"19","04","07","Misc"
"Librarian","Librarian IIT Bombay","Wed",2010-10-13,"11:31:50","[Student-notices] Trail Access to Cambridge E-Books",13,10,2010,"11","31","50","Misc"
"Librarian","Librarian IIT Bombay","Fri",2016-02-19,"12:06:33","[Student-notices] Extension of Library Timings during Mid Semester	Examination",19,2,2016,"12","06","33","Misc"
"Librarian","Librarian IIT Bombay","Fri",2015-11-20,"15:43:21","[Student-notices] Issue of books for the Winter Vacation",20,11,2015,"15","43","21","Misc"
"Librarian","Librarian IIT Bombay","Fri",2010-10-01,"11:03:14","[Student-notices] Workshop on Web of Science on 6th Oct'2010",1,10,2010,"11","03","14","Misc"
"Librarian","Librarian IIT Bombay","Tue",2010-04-20,"10:26:10","[Student-notices] Issue of books for Summer Vacation",20,4,2010,"10","26","10","Misc"
"Librarian","Librarian IIT Bombay","Fri",2015-12-04,"17:57:09","[Student-notices] Central Library to close at 9.00 P.M. in December",4,12,2015,"17","57","09","Misc"
"Librarian","Librarian IIT Bombay","Sat",2011-08-13,"18:42:40","[Student-notices] Central Library closed on 15th August",13,8,2011,"18","42","40","Misc"
"Librarian","Librarian IIT Bombay","Wed",2016-03-23,"16:31:39","[Student-notices] Central Library will remain closed on 24th March 2016 on account of Holi",23,3,2016,"16","31","39","Misc"
"Librarian","Librarian IIT Bombay","Thu",2010-04-29,"16:08:08","[Student-notices] Return of library books",29,4,2010,"16","08","08","Misc"
"Librarian","Librarian IIT Bombay","Wed",2013-08-28,"16:04:56","[Student-notices] Books Exhibition",28,8,2013,"16","04","56","Misc"
"Librarian","Librarian IIT Bombay","Fri",2015-11-20,"15:26:13","[Student-notices] Return of books issued from the special	collection (Book Bank)",20,11,2015,"15","26","13","Misc"
"Librarian","Librarian IIT Bombay","Fri",2010-02-26,"14:31:25","[Student-notices] Power shut down in Central Library on Saturday	(27Th Feb 2010)",26,2,2010,"14","31","25","Misc"
"Librarian","Librarian IIT Bombay","Thu",2011-01-27,"15:42:53","[Student-notices] Book Borrowing limit increased",27,1,2011,"15","42","53","Misc"
"Librarian","Librarian IIT Bombay","Tue",2015-06-30,"10:24:03","[Student-notices] Presentation on Mendeley, Endnote,	and  Zotero Reference Manager",30,6,2015,"10","24","03","Misc"
"Librarian","Librarian IIT Bombay","Mon",2013-07-29,"12:08:04","[Student-notices] Issue of books from Book Bank",29,7,2013,"12","08","04","Misc"
"Librarian","Librarian IIT Bombay","Tue",2011-03-01,"16:56:47","[Student-notices] Issue of books from Book Bank",1,3,2011,"16","56","47","Misc"
"Librarian","Librarian IIT Bombay","Wed",2016-01-06,"16:56:51","[Student-notices] Issue of books to SC/ST students from Book Bank",6,1,2016,"16","56","51","Misc"
"Librarian","Librarian IIT Bombay","Mon",2014-08-18,"12:10:26","[Student-notices] Issue of books from BOOK BANK",18,8,2014,"12","10","26","Misc"
"Librarian","Librarian IIT Bombay","Thu",2015-08-13,"15:19:26","[Student-notices] Workshop on How to get it published",13,8,2015,"15","19","26","Misc"
"Librarian","Librarian IIT Bombay","Thu",2011-12-08,"16:00:37","[Student-notices] Central Library to close at 9.00 pm in December",8,12,2011,"16","00","37","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-10-01,"17:17:03","[Student-notices] Central Library Closed on 2nd October 2013",1,10,2013,"17","17","03","Misc"
"Librarian","Librarian IIT Bombay","Thu",2014-09-25,"10:31:44","[Student-notices] Reaxys and Springer Material Database Presentation",25,9,2014,"10","31","44","Misc"
"Librarian","Librarian IIT Bombay","Fri",2010-02-26,"16:56:25","[Student-notices] Central Library closed on 1st March (Holi) 2010",26,2,2010,"16","56","25","Misc"
"Librarian","Librarian IIT Bombay","Mon",2011-04-18,"16:22:49","[Student-notices] Central Library open till 1.00 am (midinight)",18,4,2011,"16","22","49","Misc"
"Librarian","Librarian IIT Bombay","Tue",2011-01-25,"17:53:55","[Student-notices] Central Library closed on 26th January 2011",25,1,2011,"17","53","55","Misc"
"Librarian","Librarian IIT Bombay","Sun",2011-02-20,"10:54:35","[Student-notices] [Fwd: regarding loss of laptop charger]",20,2,2011,"10","54","35","Misc"
"Librarian","Librarian IIT Bombay","Mon",2010-11-15,"11:21:58","[Student-notices] Library to remain open till 1.00 am (midnight)",15,11,2010,"11","21","58","Misc"
"Librarian","Librarian IIT Bombay","Tue",2012-01-10,"15:30:28","[Student-notices] Issue of books from Book Bank (TLL)",10,1,2012,"15","30","28","Misc"
"Librarian","Librarian IIT Bombay","Tue",2010-10-26,"14:19:50","[Student-notices] SCOPUS Awareness and Training",26,10,2010,"14","19","50","Misc"
"Librarian","Librarian IIT Bombay","Wed",2012-10-31,"17:29:50","[Student-notices] Revised rates of Over Due charges for late return	of books",31,10,2012,"17","29","50","Misc"
"Librarian","Librarian IIT Bombay","Thu",2011-05-05,"10:19:58","[Student-notices] Central Library to close at 9.00 pm during Summer	vacation",5,5,2011,"10","19","58","Misc"
"Librarian","Librarian IIT Bombay","Thu",2014-08-07,"15:01:46","[Student-notices] Systematic (excessive) downloading of articles and blocking of the site",7,8,2014,"15","01","46","Misc"
"Librarian","Librarian IIT Bombay","Wed",2014-07-09,"15:46:28","[Student-notices] Return of library books",9,7,2014,"15","46","28","Misc"
"Librarian","Librarian IIT Bombay","Mon",2011-03-07,"14:34:32","[Student-notices] Problem with MathSciNet",7,3,2011,"14","34","32","Misc"
"Librarian","Librarian IIT Bombay","Thu",2011-12-08,"15:51:44","[Student-notices] Central Library to close at 9.00 pm in December",8,12,2011,"15","51","44","Misc"
"Librarian","Librarian IIT Bombay","Tue",2014-01-28,"10:40:43","[Student-notices] Demonstration-training Session - Gentle Reminder",28,1,2014,"10","40","43","Misc"
"Librarian","Librarian IIT Bombay","Wed",2014-09-24,"16:14:12","[Student-notices] Revised rates of Over Due charges for late return	of books",24,9,2014,"16","14","12","Misc"
"Librarian","Librarian IIT Bombay","Mon",2013-10-28,"16:34:01","[Student-notices] Library home page revised",28,10,2013,"16","34","01","Misc"
"Librarian","Librarian IIT Bombay","Tue",2012-08-28,"10:32:53","[Student-notices] Issue of books from Book Bank",28,8,2012,"10","32","53","Misc"
"Librarian","Librarian IIT Bombay","Fri",2015-12-04,"17:54:24","[Student-notices] Central Library to close at 9.00 P.M. in December",4,12,2015,"17","54","24","Misc"
"Librarian","Librarian IIT Bombay","Fri",2010-12-03,"13:03:38","[Student-notices] Library to close at 9.00 pm in December",3,12,2010,"13","03","38","Misc"
"Librarian","Librarian IIT Bombay","Mon",2010-01-25,"13:15:02","[Student-notices]  केंद्रीय पुस्तकालय मंगलवार 26 जनवरी 2010 गणतंत्र दिवस को बंद रहेगा",25,1,2010,"13","15","02","Misc"
